Transaction_ID,Transaction_Date,Transaction_TS,Store_ID,Customer_ID,Payment_Method,Total_Amount,Total_Discount,Line_Count,Batch_ID,Source_File
T00017409,12/30/24,2024-12-30 22:12:51,S008,C003843,Cash,53.39,0.0,1,gen_20251127_091607,transactions_header.csv
T00006773,2024-08-10,2024-08-10 05:16:36,S006,C004425,online,75.26,0.0,1,gen_20251127_091606,transactions_header.csv
T00017387,02/13/24,2024-02-13 19:38:54,S002,C004041,Cash,44.95,4.5,2,gen_20251127_091607,transactions_header.csv
T00011924,09/03/24,2024-09-03 10:50:34,S004,C003541,Online,65.28,0.0,3,gen_20251127_091607,transactions_header.csv
T00011441,08/21/24,2024-08-21 22:16:27,S003,C003791,Online,59.21,0.0,1,gen_20251127_091606,transactions_header.csv
T00016123,11/23/24,2024-11-23 16:30:05,S020,C003965,Online,75.89,0.0,2,gen_20251127_091607,transactions_header.csv
T00008950,2024-08-21,2024-08-21 14:48:07,S001,C002959,Cash,33.41,3.34,1,gen_20251127_091606,transactions_header.csv
T00016328,05/03/24,2024-05-03 23:08:14,S030,C004275,Cash,9.83,,1,gen_20251127_091607,transactions_header.csv
T00007258,01/14/24,2024-01-14 09:32:46,S007,C001997,Online,16.95,2.54,2,gen_20251127_091606,transactions_header.csv
T00002581,11/18/24,2024-11-18 15:12:38,S021,C003513,Cash,20.6,1.03,1,gen_20251127_091605,transactions_header.csv
T00007967,2024-10-15,2024-10-15 10:33:12,S024,C004206,Cash,39.99,0.0,2,gen_20251127_091606,transactions_header.csv
T00002157,2024-11-15,2024-11-15 12:34:55,S014,C004245,Card,72.28,,2,gen_20251127_091605,transactions_header.csv
T00004341,2024-08-11,2024-08-11 08:33:15,S007,C002392,Card,28.68,,2,gen_20251127_091606,transactions_header.csv
T00012937,2024-02-09,2024-02-09 14:23:41,S001,C003996,Cash,79.76,7.98,1,gen_20251127_091607,transactions_header.csv
T00009563,09/27/24,2024-09-27 11:17:53,S019,C002586,Cash,$99.50,0.0,2,gen_20251127_091606,transactions_header.csv
T00013419,2024-09-28,2024-09-28 04:58:32,S013,C002306,Card,68.22,10.23,1,gen_20251127_091607,transactions_header.csv
T00010587,07/06/24,2024-07-06 20:07:17,S023,C001356,Card,110.34,0.0,6,gen_20251127_091606,transactions_header.csv
T00016659,2024-06-27,2024-06-27 19:29:06,S017,C004375,Cash,-96.03,14.4,2,gen_20251127_091607,transactions_header.csv
T00013744,01/11/24,2024-01-11 19:10:50,S030,C003152,Card,22.51,2.25,1,gen_20251127_091607,transactions_header.csv
T00015595,11/26/24,2024-11-26 07:59:03,S002,NA,Cash,116.33,NA,1,gen_20251127_091607,transactions_header.csv
T00005255,10/02/24,2024-10-02 17:40:31,S017,C003422,Online,$86.71,8.67,2,gen_20251127_091606,transactions_header.csv
T00000682,2024-03-27,2024-03-27 17:04:14,S021,C000569,Cash,22.58,0.0,2,gen_20251127_091605,transactions_header.csv
T00004531,2024-04-09,2024-04-09 10:56:37,S022,C001366,Online,53.84,,2,gen_20251127_091606,transactions_header.csv
T00012968,03/03/24,2024-03-03 04:14:58,S025,,Cash,$64.79,3.24,1,gen_20251127_091607,transactions_header.csv
T00013615,05/01/24,2024-05-01 18:50:45,S019,C004380,Cash,41.24,2.06,5,gen_20251127_091607,transactions_header.csv
T00003160,12/08/24,2024-12-08 21:11:14,S001,C000627,card,1.84,,5,gen_20251127_091606,transactions_header.csv
T00017896,12/12/24,2024-12-12 09:41:43,S022,,Online,30.56,3.06,1,gen_20251127_091607,transactions_header.csv
T00002988,07/06/24,2024-07-06 04:23:06,S003,C000468,Cash,54.81,2.74,2,gen_20251127_091606,transactions_header.csv
T00004909,09/06/24,2024-09-06 14:42:54,S021,C001267,Online,23.95,NA,1,gen_20251127_091606,transactions_header.csv
T00001883,2024-03-07,2024-03-07 06:22:08,S012,C000182,Card,93.85,4.69,5,gen_20251127_091605,transactions_header.csv
T00014468,2024-11-15,2024-11-15 11:18:12,S021,C003358,Cash,0,0.0,2,gen_20251127_091607,transactions_header.csv
T00019150,04/30/24,2024-04-30 21:05:55,S019,C003953,Card,58.37,0.0,2,gen_20251127_091607,transactions_header.csv
T00001941,09/18/24,2024-09-18 02:12:09,S014,,Online,110.01,11.0,1,gen_20251127_091605,transactions_header.csv
T00003297,2024-03-07,2024-03-07 13:59:08,S010,C003947,Card,63.96,0.0,1,gen_20251127_091606,transactions_header.csv
T00003535,09/10/24,2024-09-10 07:58:59,S013,C000996,Card,67.68,6.77,1,gen_20251127_091606,transactions_header.csv
T00005975,2024-06-09,2024-06-09 11:26:06,S021,C000464,Online,63.8,3.19,7,gen_20251127_091606,transactions_header.csv
T00003730,2024-02-08,2024-02-08 15:30:46,S001,C000365,Card,75.62,7.56,3,gen_20251127_091606,transactions_header.csv
T00000491,2024-02-04,2024-02-04 09:03:19,S026,C003518,Cash,52.86,5.29,1,gen_20251127_091605,transactions_header.csv
T00005709,09/23/24,2024-09-23 04:57:58,S028,C001987,Online,13.79,1.38,8,gen_20251127_091606,transactions_header.csv
T00001182,2024-07-03,2024-07-03 06:59:08,S002,C000545,Card,31.3,0.0,1,gen_20251127_091605,transactions_header.csv
T00001376,2024-02-07,2024-02-07 13:32:09,S023,C000099,Online,82.29,8.23,3,gen_20251127_091605,transactions_header.csv
T00005015,04/11/24,2024-04-11 21:39:13,S022,C003527,Cash,41.96,NA,2,gen_20251127_091606,transactions_header.csv
T00011607,01/27/24,2024-01-27 00:29:32,S001,C004978,Card,17.53,0.0,3,gen_20251127_091606,transactions_header.csv
T00012352,2024-08-21,2024-08-21 04:30:35,S010,,Online,8.17,0.41,6,gen_20251127_091607,transactions_header.csv
T00000627,07/23/24,2024-07-23 04:48:02,S020,C001697,Card,51.14,7.67,2,gen_20251127_091605,transactions_header.csv
T00004759,05/24/24,2024-05-24 09:13:53,S021,C000823,Cash,50.8,0.0,3,gen_20251127_091606,transactions_header.csv
T00013958,2024-01-27,2024-01-27 14:49:53,S018,C001999,Online,35.64,0.0,1,gen_20251127_091607,transactions_header.csv
T00010305,08/20/24,2024-08-20 04:52:27,S009,C001215,Cash,76.08,11.41,1,gen_20251127_091606,transactions_header.csv
T00003561,01/04/24,2024-01-04 05:41:42,S007,C000976,Card,71.65,10.75,1,gen_20251127_091606,transactions_header.csv
T00006041,2024-12-20,2024-12-20 22:11:26,S012,C002821,Online,83.92,0.0,1,gen_20251127_091606,transactions_header.csv
T00012373,2024-12-16,2024-12-16 22:59:45,S009,C004385,Cash,0,0.0,2,gen_20251127_091607,transactions_header.csv
T00017323,2024-07-08,2024-07-08 10:25:13,S013,C002977,Online,$51.14,7.67,3,gen_20251127_091607,transactions_header.csv
T00002842,12/27/24,2024-12-27 06:52:48,S016,C004293,Card,3.45,0.17,1,gen_20251127_091606,transactions_header.csv
T00004181,2024-09-01,2024-09-01 14:25:01,S030,NA,Card,62.61,9.39,2,gen_20251127_091606,transactions_header.csv
T00017610,2024-02-15,2024-02-15 13:35:39,S001,C003954,Card,81.24,12.19,1,gen_20251127_091607,transactions_header.csv
T00014649,2024-07-06,2024-07-06 00:58:32,S030,,Cash,63.64,0.0,1,gen_20251127_091607,transactions_header.csv
T00018364,11/17/24,2024-11-17 20:50:25,S024,C004805,Cash,58.67,2.93,3,gen_20251127_091607,transactions_header.csv
T00002888,2024-04-26,2024-04-26 21:18:04,S030,C002823,Online,19.43,0.97,1,gen_20251127_091606,transactions_header.csv
T00016653,2024-06-10,2024-06-10 07:07:42,S008,C003924,Online,59.66,8.95,1,gen_20251127_091607,transactions_header.csv
T00008877,2024-06-11,2024-06-11 21:20:37,S024,C002655,Online,27.1,2.71,3,gen_20251127_091606,transactions_header.csv
T00004540,10/15/24,2024-10-15 18:03:46,S006,C004710,Online,33.65,0.0,1,gen_20251127_091606,transactions_header.csv
T00012707,02/28/24,2024-02-28 09:28:28,S010,C002848,Online,83.69,4.18,1,gen_20251127_091607,transactions_header.csv
T00012272,2024-08-29,2024-08-29 07:50:28,S018,C001249,Card,63.58,3.18,5,gen_20251127_091607,transactions_header.csv
T00006684,2024-05-21,2024-05-21 20:17:12,S023,C004720,Cash,67.9,10.19,1,gen_20251127_091606,transactions_header.csv
T00006672,05/31/24,2024-05-31 22:10:32,S006,C000335,Online,75.04,7.5,1,gen_20251127_091606,transactions_header.csv
T00006454,08/25/24,2024-08-25 15:18:26,S024,C001527,Cash,19.85,1.99,2,gen_20251127_091606,transactions_header.csv
T00009212,2024-05-01,2024-05-01 01:28:55,S003,C000663,Cash,84.13,4.21,2,gen_20251127_091606,transactions_header.csv
T00001367,2024-04-09,2024-04-09 08:50:03,S014,C002961,Online,48.61,0.0,1,gen_20251127_091605,transactions_header.csv
T00012109,2024-09-30,2024-09-30 00:06:55,S013,C001690,Cash,63.7,6.37,5,gen_20251127_091607,transactions_header.csv
T00012582,01/10/24,2024-01-10 00:12:52,S015,C003352,online,95.64,0.0,2,gen_20251127_091607,transactions_header.csv
T00002640,2024-05-23,2024-05-23 10:33:51,S026,C000496,Online,51.37,0.0,1,gen_20251127_091605,transactions_header.csv
T00001192,2024-04-17,2024-04-17 03:33:27,S009,C001017,Online,49.89,NA,1,gen_20251127_091605,transactions_header.csv
T00005603,01/13/24,2024-01-13 08:14:29,S027,,Card,58.31,5.83,1,gen_20251127_091606,transactions_header.csv
T00019238,07/20/24,2024-07-20 21:07:35,S013,C001797,Card,84.58,NA,2,gen_20251127_091607,transactions_header.csv
T00013922,2024-03-29,2024-03-29 01:09:45,S029,NA,Cash,54.98,0.0,1,gen_20251127_091607,transactions_header.csv
T00005731,04/16/24,2024-04-16 04:44:16,S020,C001892,Card,102.23,5.11,1,gen_20251127_091606,transactions_header.csv
T00007205,10/26/24,2024-10-26 16:03:05,S029,C003391,Online,92.55,9.26,2,gen_20251127_091606,transactions_header.csv
T00005297,2024-07-03,2024-07-03 16:12:58,S002,C004368,Cash,73.29,10.99,1,gen_20251127_091606,transactions_header.csv
T00003198,2024-03-22,2024-03-22 06:30:24,S017,C002421,Online,$7.34,0.37,2,gen_20251127_091606,transactions_header.csv
T00019903,2024-04-02,2024-04-02 04:47:40,S005,C000584,Online,0,,1,gen_20251127_091607,transactions_header.csv
T00012980,2024-03-03,2024-03-03 09:07:24,S009,C002703,cash,$46.89,7.03,1,gen_20251127_091607,transactions_header.csv
T00002939,2024-08-11,2024-08-11 18:39:39,S008,C003522,Cash,$63.66,0.0,1,gen_20251127_091606,transactions_header.csv
T00017525,11/23/24,2024-11-23 03:10:51,S005,C001358,Cash,62.77,0.0,1,gen_20251127_091607,transactions_header.csv
T00016762,2024-07-26,2024-07-26 21:46:27,S007,C002226,Cash,80.62,8.06,2,gen_20251127_091607,transactions_header.csv
T00018856,11/05/24,2024-11-05 13:36:07,S012,C002496,Online,56.53,2.83,1,gen_20251127_091607,transactions_header.csv
T00008891,02/19/24,2024-02-19 02:39:25,S024,C001556,Card,121.77,,5,gen_20251127_091606,transactions_header.csv
T00010172,2024-04-18,2024-04-18 22:04:03,S029,C004572,Card,21.92,3.29,1,gen_20251127_091606,transactions_header.csv
T00005980,06/28/24,2024-06-28 17:10:40,S018,C004192,Online,37.84,3.78,2,gen_20251127_091606,transactions_header.csv
T00011996,07/26/24,2024-07-26 03:05:41,S007,C002086,online,61.81,6.18,2,gen_20251127_091607,transactions_header.csv
T00004535,2024-05-31,2024-05-31 16:46:28,S014,C000163,Card,76.8,11.52,2,gen_20251127_091606,transactions_header.csv
T00016660,11/17/24,2024-11-17 09:38:42,S025,C002875,Card,102.75,5.14,2,gen_20251127_091607,transactions_header.csv
T00010066,2024-08-03,2024-08-03 12:48:24,S024,C001366,Cash,125.84,0.0,2,gen_20251127_091606,transactions_header.csv
T00011539,2024-01-15,2024-01-15 15:55:45,S029,C000300,Card,0,0.0,8,gen_20251127_091606,transactions_header.csv
T00007670,2024-10-16,2024-10-16 05:19:43,S001,C002825,Cash,26.24,3.94,2,gen_20251127_091606,transactions_header.csv
T00007608,05/15/24,2024-05-15 03:13:54,S012,C003081,Card,28.84,4.33,1,gen_20251127_091606,transactions_header.csv
T00015354,02/12/24,2024-02-12 08:35:31,S014,C004400,Cash,39.17,5.88,3,gen_20251127_091607,transactions_header.csv
T00006870,04/28/24,2024-04-28 23:18:39,S028,C003314,Card,93.0,9.3,2,gen_20251127_091606,transactions_header.csv
T00015620,01/12/24,2024-01-12 10:55:19,S011,,Cash,26.08,,8,gen_20251127_091607,transactions_header.csv
T00016410,2024-05-21,2024-05-21 23:21:37,S008,NA,Online,37.1,5.57,2,gen_20251127_091607,transactions_header.csv
T00017529,2024-11-16,2024-11-16 00:26:54,S006,C003754,Online,41.55,,1,gen_20251127_091607,transactions_header.csv
T00012993,2024-11-28,2024-11-28 07:23:55,S002,C001364,Cash,40.21,6.03,4,gen_20251127_091607,transactions_header.csv
T00010473,2024-01-11,2024-01-11 14:06:44,S002,C001406,Cash,23.89,2.39,2,gen_20251127_091606,transactions_header.csv
T00015129,10/15/24,2024-10-15 15:37:44,S021,C002131,Cash,64.47,0.0,4,gen_20251127_091607,transactions_header.csv
T00014619,2024-05-17,2024-05-17 07:38:25,S003,C002976,Cash,19.53,2.93,5,gen_20251127_091607,transactions_header.csv
T00012662,2024-01-21,2024-01-21 20:55:25,S012,C001442,Cash,79.35,11.9,1,gen_20251127_091607,transactions_header.csv
T00013326,2024-03-24,2024-03-24 14:57:27,S018,C000654,Online,42.73,0.0,4,gen_20251127_091607,transactions_header.csv
T00019939,03/10/24,2024-03-10 10:14:34,S022,C003816,cash,55.85,0.0,2,gen_20251127_091607,transactions_header.csv
T00006682,2024-08-20,2024-08-20 07:59:14,S017,C004832,Online,19.69,0.0,1,gen_20251127_091606,transactions_header.csv
T00005429,2024-09-20,2024-09-20 07:40:31,S029,C000723,Card,95.55,4.78,1,gen_20251127_091606,transactions_header.csv
T00009191,2024-12-25,2024-12-25 07:14:35,S030,C002663,online,20.26,,1,gen_20251127_091606,transactions_header.csv
T00012323,01/21/24,2024-01-21 23:55:10,S011,C000849,Card,77.86,,2,gen_20251127_091607,transactions_header.csv
T00005267,2024-02-05,2024-02-05 18:40:29,S023,,Online,23.07,1.15,1,gen_20251127_091606,transactions_header.csv
T00003787,2024-11-22,2024-11-22 08:08:04,S013,C003294,Cash,13.57,NA,1,gen_20251127_091606,transactions_header.csv
T00003511,2024-01-10,2024-01-10 16:49:09,S015,C003228,Cash,23.21,2.32,2,gen_20251127_091606,transactions_header.csv
T00001785,2024-03-16,2024-03-16 13:39:48,S001,C000608,Card,$48.30,7.24,2,gen_20251127_091605,transactions_header.csv
T00011375,2024-01-02,2024-01-02 02:53:10,S015,C002691,online,50.21,2.51,2,gen_20251127_091606,transactions_header.csv
T00013426,07/03/24,2024-07-03 11:11:50,S027,C002872,Card,74.04,3.7,1,gen_20251127_091607,transactions_header.csv
T00007117,10/02/24,2024-10-02 16:38:41,S022,C002411,Online,106.72,0.0,2,gen_20251127_091606,transactions_header.csv
T00000495,2024-09-29,2024-09-29 04:55:36,S030,C000443,Online,14.4,2.16,3,gen_20251127_091605,transactions_header.csv
T00015163,2024-06-21,2024-06-21 07:18:05,S012,C003779,Online,75.1,3.75,1,gen_20251127_091607,transactions_header.csv
T00010047,05/05/24,2024-05-05 00:05:54,S018,C000249,Card,$51.25,7.69,1,gen_20251127_091606,transactions_header.csv
T00014646,06/04/24,2024-06-04 15:05:09,S028,C004661,Cash,20.2,1.01,2,gen_20251127_091607,transactions_header.csv
T00011053,2024-02-06,2024-02-06 10:15:56,S010,C002048,Card,55.81,8.37,2,gen_20251127_091606,transactions_header.csv
T00002039,2024-08-10,2024-08-10 10:24:58,S019,C003830,Online,54.23,8.13,1,gen_20251127_091605,transactions_header.csv
T00004042,2024-12-18,2024-12-18 00:51:15,S004,C003541,Card,98.06,14.71,5,gen_20251127_091606,transactions_header.csv
T00009282,2024-04-16,2024-04-16 15:32:27,S003,C002910,Online,62.0,6.2,4,gen_20251127_091606,transactions_header.csv
T00002898,12/15/24,2024-12-15 12:33:19,S028,C000530,Card,65.53,9.83,1,gen_20251127_091606,transactions_header.csv
T00008559,05/06/24,2024-05-06 07:42:25,S030,C001457,Cash,45.37,0.0,1,gen_20251127_091606,transactions_header.csv
T00009042,01/24/24,2024-01-24 13:47:40,S006,C002120,Online,73.85,3.69,1,gen_20251127_091606,transactions_header.csv
T00016356,08/22/24,2024-08-22 18:34:53,S003,C001158,Cash,71.4,,2,gen_20251127_091607,transactions_header.csv
T00019574,2024-04-13,2024-04-13 23:24:55,S016,C001704,Online,45.02,0.0,4,gen_20251127_091607,transactions_header.csv
T00007877,11/02/24,2024-11-02 00:18:39,S028,C001473,Online,0,0.0,6,gen_20251127_091606,transactions_header.csv
T00003341,06/29/24,2024-06-29 10:54:20,S020,C004421,Cash,51.85,2.59,2,gen_20251127_091606,transactions_header.csv
T00014884,03/23/24,2024-03-23 09:03:45,S006,C001531,Online,80.81,12.12,2,gen_20251127_091607,transactions_header.csv
T00002654,2024-05-06,2024-05-06 22:59:48,S009,C003151,Cash,35.03,1.75,4,gen_20251127_091605,transactions_header.csv
T00018357,2024-09-27,2024-09-27 17:42:24,S008,C000655,Cash,42.39,6.36,1,gen_20251127_091607,transactions_header.csv
T00005912,2024-01-30,2024-01-30 17:13:18,S010,C002236,Card,42.12,4.21,4,gen_20251127_091606,transactions_header.csv
T00018493,2024-05-01,2024-05-01 03:41:42,S015,C002187,Online,28.41,1.42,3,gen_20251127_091607,transactions_header.csv
T00009734,12/26/24,2024-12-26 10:23:57,S012,C002088,Card,55.22,5.52,1,gen_20251127_091606,transactions_header.csv
T00014651,10/16/24,2024-10-16 11:53:56,S003,C003579,Card,86.33,0.0,1,gen_20251127_091607,transactions_header.csv
T00011162,01/15/24,2024-01-15 23:25:35,S007,C000489,Cash,42.87,4.29,7,gen_20251127_091606,transactions_header.csv
T00008515,2024-02-10,2024-02-10 18:35:25,S027,C002766,Card,33.54,1.68,1,gen_20251127_091606,transactions_header.csv
T00002032,2024-08-30,2024-08-30 12:20:02,S002,C004233,Online,104.15,NA,1,gen_20251127_091605,transactions_header.csv
T00005090,2024-02-12,2024-02-12 00:49:50,S029,C000189,Online,54.53,5.45,4,gen_20251127_091606,transactions_header.csv
T00013561,2024-03-26,2024-03-26 12:05:21,S014,C004486,Online,13.88,2.08,2,gen_20251127_091607,transactions_header.csv
T00000814,2024-03-13,2024-03-13 09:49:03,S007,C004708,Cash,55.72,NA,1,gen_20251127_091605,transactions_header.csv
T00007236,05/03/24,2024-05-03 01:50:46,S028,C004652,Cash,46.86,2.34,2,gen_20251127_091606,transactions_header.csv
T00017969,2024-03-21,2024-03-21 19:52:26,S020,,Online,36.65,5.5,2,gen_20251127_091607,transactions_header.csv
T00010972,08/13/24,2024-08-13 19:23:03,S029,C002939,Online,0.25,,1,gen_20251127_091606,transactions_header.csv
T00012756,2024-11-15,2024-11-15 22:31:50,S010,C001484,Online,100.49,0.0,1,gen_20251127_091607,transactions_header.csv
T00017627,2024-04-01,2024-04-01 03:43:39,S025,C001019,Card,29.68,0.0,1,gen_20251127_091607,transactions_header.csv
T00006281,2024-05-19,2024-05-19 13:39:30,S009,C001093,Online,-71.36,,1,gen_20251127_091606,transactions_header.csv
T00004207,03/02/24,2024-03-02 07:51:18,S024,C001885,Cash,74.06,11.11,1,gen_20251127_091606,transactions_header.csv
T00013984,04/06/24,2024-04-06 19:58:40,S018,C003401,Cash,1.87,0.09,2,gen_20251127_091607,transactions_header.csv
T00013467,07/12/24,2024-07-12 07:52:54,S019,,Card,42.56,6.38,1,gen_20251127_091607,transactions_header.csv
T00001080,04/18/24,2024-04-18 00:41:13,S029,C003142,Card,0,0,3,gen_20251127_091605,transactions_header.csv
T00002227,2024-06-19,2024-06-19 12:05:27,S017,NA,Card,56.68,8.5,2,gen_20251127_091605,transactions_header.csv
T00017895,2024-04-03,2024-04-03 19:53:44,S017,C004521,Card,66.69,10.0,2,gen_20251127_091607,transactions_header.csv
T00019352,07/12/24,2024-07-12 19:11:44,S022,C000148,Cash,59.33,8.9,2,gen_20251127_091607,transactions_header.csv
T00016683,2024-06-04,2024-06-04 03:46:47,S017,,Online,10.97,NA,6,gen_20251127_091607,transactions_header.csv
T00010898,04/01/24,2024-04-01 02:20:20,S028,C004354,Card,12.37,NA,7,gen_20251127_091606,transactions_header.csv
T00017504,03/08/24,2024-03-08 20:58:07,S027,C000517,Online,78.93,11.84,1,gen_20251127_091607,transactions_header.csv
T00014802,2024-04-19,2024-04-19 02:32:25,S015,C000540,Cash,62.46,3.12,1,gen_20251127_091607,transactions_header.csv
T00009357,05/29/24,2024-05-29 05:14:47,S021,NA,Card,37.91,3.79,1,gen_20251127_091606,transactions_header.csv
T00003262,2024-12-02,2024-12-02 19:14:20,S019,C002073,Cash,41.91,0.0,1,gen_20251127_091606,transactions_header.csv
T00005650,06/05/24,2024-06-05 10:05:07,S011,C000691,Online,48.01,7.2,2,gen_20251127_091606,transactions_header.csv
T00011289,2024-01-29,2024-01-29 18:36:28,S004,C004258,Card,57.04,0.0,1,gen_20251127_091606,transactions_header.csv
T00009643,2024-05-24,2024-05-24 20:50:12,S008,C003565,Online,14.07,0.0,1,gen_20251127_091606,transactions_header.csv
T00016638,2024-12-17,2024-12-17 21:24:55,S024,C001718,Cash,21.79,1.09,1,gen_20251127_091607,transactions_header.csv
T00012422,2024-01-31,2024-01-31 17:12:47,S011,C004751,Cash,72.01,3.6,3,gen_20251127_091607,transactions_header.csv
T00014507,03/29/24,2024-03-29 03:44:45,S009,,Cash,60.3,0.0,1,gen_20251127_091607,transactions_header.csv
T00003863,07/10/24,2024-07-10 15:48:21,S026,,Cash,73.71,0.0,6,gen_20251127_091606,transactions_header.csv
T00002937,2024-08-08,2024-08-08 08:18:44,S003,C000749,Online,38.56,0.0,1,gen_20251127_091606,transactions_header.csv
T00008612,01/18/24,2024-01-18 03:18:55,S030,C002903,Online,19.34,1.93,1,gen_20251127_091606,transactions_header.csv
T00007081,05/16/24,2024-05-16 23:14:01,S014,C002498,Cash,5.42,0.27,1,gen_20251127_091606,transactions_header.csv
T00003918,2024-06-14,2024-06-14 08:45:32,S007,C001690,Card,57.93,8.69,1,gen_20251127_091606,transactions_header.csv
T00013680,06/10/24,2024-06-10 07:55:37,S027,C001187,Online,72.84,3.64,1,gen_20251127_091607,transactions_header.csv
T00009710,01/20/24,2024-01-20 05:20:45,S014,C002934,Cash,66.03,9.9,1,gen_20251127_091606,transactions_header.csv
T00001690,2024-04-15,2024-04-15 22:49:10,S016,C000488,Online,29.74,2.97,2,gen_20251127_091605,transactions_header.csv
T00017105,11/16/24,2024-11-16 08:49:40,S003,C000888,Online,59.12,0.0,1,gen_20251127_091607,transactions_header.csv
T00011729,05/26/24,2024-05-26 14:27:44,S002,NA,Cash,11.65,0.58,2,gen_20251127_091607,transactions_header.csv
T00014348,06/18/24,2024-06-18 16:33:21,S025,,Card,58.86,2.94,1,gen_20251127_091607,transactions_header.csv
T00000306,2024-08-25,2024-08-25 07:43:04,S017,C002187,Online,46.22,2.31,1,gen_20251127_091605,transactions_header.csv
T00004057,2024-10-09,2024-10-09 04:54:35,S027,C004207,Online,91.62,4.58,2,gen_20251127_091606,transactions_header.csv
T00019728,2024-03-25,2024-03-25 11:13:35,S025,C004805,Online,59.17,5.92,1,gen_20251127_091607,transactions_header.csv
T00003000,2024-06-01,2024-06-01 10:04:25,S027,C004211,Online,36.42,3.64,2,gen_20251127_091606,transactions_header.csv
T00017227,08/21/24,2024-08-21 00:46:09,S019,C002861,Card,0,0.0,3,gen_20251127_091607,transactions_header.csv
T00009838,2024-07-07,2024-07-07 15:10:36,S026,C003492,Card,84.51,4.23,2,gen_20251127_091606,transactions_header.csv
T00001232,2024-05-27,2024-05-27 17:10:14,S001,NA,Card,6.31,0.95,1,gen_20251127_091605,transactions_header.csv
T00009707,07/05/24,2024-07-05 15:16:33,S004,C004410,Cash,0,0.0,4,gen_20251127_091606,transactions_header.csv
T00002314,04/27/24,2024-04-27 21:59:42,S019,C003668,Cash,42.06,2.1,7,gen_20251127_091605,transactions_header.csv
T00014337,09/12/24,2024-09-12 23:59:07,S020,C004083,Card,56.33,8.45,6,gen_20251127_091607,transactions_header.csv
T00009644,07/21/24,2024-07-21 13:16:17,S001,C000130,Online,52.52,7.88,2,gen_20251127_091606,transactions_header.csv
T00018171,2024-08-03,2024-08-03 22:05:41,S020,NA,Card,49.74,2.49,1,gen_20251127_091607,transactions_header.csv
T00017970,04/05/24,2024-04-05 18:59:32,S005,C004016,Card,41.37,2.07,2,gen_20251127_091607,transactions_header.csv
T00015149,2024-03-12,2024-03-12 21:49:00,S006,C001154,Card,86.79,0.0,1,gen_20251127_091607,transactions_header.csv
T00016784,2024-02-03,2024-02-03 09:28:02,S020,NA,Online,50.67,5.07,4,gen_20251127_091607,transactions_header.csv
T00003497,05/28/24,2024-05-28 00:32:34,S013,C004621,Card,$66.55,9.98,2,gen_20251127_091606,transactions_header.csv
T00004322,2024-06-24,2024-06-24 18:18:06,S002,C001559,Online,37.54,5.63,1,gen_20251127_091606,transactions_header.csv
T00009830,2024-07-22,2024-07-22 22:10:31,S029,C002289,Card,24.94,1.25,3,gen_20251127_091606,transactions_header.csv
T00009031,2024-01-31,2024-01-31 01:26:49,S010,C002199,Card,123.96,6.2,1,gen_20251127_091606,transactions_header.csv
T00002063,01/31/24,2024-01-31 05:16:48,S007,C000479,Card,39.74,0.0,1,gen_20251127_091605,transactions_header.csv
T00006471,2024-10-14,2024-10-14 03:01:31,S011,C001168,Cash,43.78,NA,1,gen_20251127_091606,transactions_header.csv
T00007636,08/30/24,2024-08-30 00:09:26,S001,C003171,Cash,10.23,1.02,1,gen_20251127_091606,transactions_header.csv
T00007501,2024-09-24,2024-09-24 14:02:51,S020,NA,Cash,71.69,0.0,1,gen_20251127_091606,transactions_header.csv
T00006478,09/02/24,2024-09-02 19:26:12,S029,C001871,Cash,40.14,4.01,3,gen_20251127_091606,transactions_header.csv
T00003900,09/05/24,2024-09-05 00:46:11,S019,C002310,Card,46.68,2.33,7,gen_20251127_091606,transactions_header.csv
T00019977,05/01/24,2024-05-01 02:40:36,S012,C002297,Cash,46.62,6.99,3,gen_20251127_091608,transactions_header.csv
T00003568,2024-07-03,2024-07-03 05:59:54,S021,C000655,Online,28.94,NA,3,gen_20251127_091606,transactions_header.csv
T00011459,10/24/24,2024-10-24 13:10:03,S003,C002188,Cash,66.28,6.63,1,gen_20251127_091606,transactions_header.csv
T00005453,2024-01-02,2024-01-02 13:02:25,S018,C000649,Card,85.42,0.0,1,gen_20251127_091606,transactions_header.csv
T00011280,07/06/24,2024-07-06 15:32:17,S029,C002994,Card,29.35,4.4,2,gen_20251127_091606,transactions_header.csv
T00008023,10/13/24,2024-10-13 13:23:49,S002,C001360,Online,$80.69,8.07,1,gen_20251127_091606,transactions_header.csv
T00013448,03/11/24,2024-03-11 22:26:51,S015,C001500,Cash,$126.51,6.33,1,gen_20251127_091607,transactions_header.csv
T00000557,2024-04-22,2024-04-22 11:43:44,S013,,Card,19.37,2.91,1,gen_20251127_091605,transactions_header.csv
T00012739,2024-10-22,2024-10-22 23:50:50,S020,C003417,Card,51.92,2.6,1,gen_20251127_091607,transactions_header.csv
T00012885,02/14/24,2024-02-14 10:33:18,S022,C000085,Online,48.12,0.0,2,gen_20251127_091607,transactions_header.csv
T00009907,01/09/24,2024-01-09 22:49:52,S007,C003786,Card,18.6,0.0,4,gen_20251127_091606,transactions_header.csv
T00018045,03/21/24,2024-03-21 08:03:06,S017,C003662,Card,73.12,,1,gen_20251127_091607,transactions_header.csv
T00004271,2024-04-14,2024-04-14 22:52:26,S006,C004201,Cash,62.23,9.33,7,gen_20251127_091606,transactions_header.csv
